HrRacedate,HrRaceNo,HrRaceIndex,HrFP,HrNo,HrName,HrBrandNo,HrJockey,HrGear,HrComment,HrCoRunningUrComm
2020-03-25,2,520,3,12,輝煌巨星,C046,蘇狄雄,B1,受推策，固守內欄，居中間位置。快步速有利發揮。三百米處穩步追前，跑入季席。,
2020-03-25,2,520,4,7,千金不換,D091,梁家俊,B,起步後收慢，移入內欄，居後列。快步速有利發揮。二百五十米處穩步追前。,
2020-03-25,2,520,5,3,步履娛飛,C289,莫雷拉,B,移入內欄，以快步速領放。六百米處受阻礙，直路上保持位置。,
2020-03-25,2,520,6,6,韻妙星,A363,史卓豐,B,早段受推策，居中間之後位置，走第二疊。自五百米處至二百米處受困，望空後追前。,
2020-03-25,2,520,7,8,雙節棍,C357,何澤堯,XB/TT,受力策上前，走第二至第三疊。快步速不合發揮。直路上毫無進展。,
2020-03-25,2,520,8,10,霹靂狂龍,D003,潘明輝,H-,起步後收慢，取得遮擋。快步速有利發揮。二百米處追前。,
2020-03-25,2,520,9,11,超霸無敵,C256,黎海榮,XB,收慢以佔取包廂位置。快步速不合發揮。二百五十米處力竭。,
2020-03-25,2,520,UR,5,靚紫荊,A135,波健士,B,居中間之後位置。接近二百米處時踏著他駒後蹄，將騎師拋下。,
2020-03-25,3,521,1,1,精算八方,A221,利敬國,PC/XB,居中間位置，走第三疊，有遮擋。接近一百米處時加速取勝。,
2020-03-25,3,521,10,6,管得掂,D248,何澤堯,--,起步後留後。入直路時走外疊。直路上對催策反應有限。,
2020-03-25,3,521,11,8,仍然贏,C388,蔡明紹,--,居中間之後位置，走第三疊，有遮擋。入直路時走最外疊。直路上對催策毫無反應。,
2020-03-25,3,521,12,7,青年聯動,D046,黎海榮,XB1,出閘僅屬一般，居包尾位置，對催策毫無反應。,
2020-03-25,3,521,2,12,濃有,C244,史卓豐,--,居後列。跑過四百五十米處時受催策。直路上持續追前。衝刺強勁，以一馬頭位之差落敗。,
2020-03-25,3,521,3,3,常勝心,D044,郭能,B1,居領放馬外側。接近四百米處時受催策。末段衝刺良佳。,
2020-03-25,3,521,4,2,魅力星光,C540,波健士,B/XB,出閘僅屬一般，居中間之後位置，走內欄。末段追前頗多。,
2020-03-25,3,521,5,9,超額認購,C361,莫雷拉,H/XB,出閘迅速，居前列，沿途走外疊，沒有遮擋。直路上走勢良佳。,
2020-03-25,3,521,6,11,阿凡達,V123,黃皓楠,B/TT,受催策，取得領先，前速快。直路初對催策反應良佳。跑過五十米處時略為墮退。,
2020-03-25,3,521,7,4,奇妙日,B332,潘頓,H/TT,居中間位置。接近四百米處時受催策。末段受困，未能全力施為。,
2020-03-25,3,521,8,5,趣怡,D242,梁家俊,B,起步後留後。入直路時受催策，但保持同速。,
2020-03-25,3,521,9,10,鼓浪威風,C088,潘明輝,CP-/XB-/TT,出閘迅速，居包廂位置。接近四百米處時受催策，嘗試推進。直路上保持同速。,
2020-03-25,4,522,1,11,安定繁盛,C064,利敬國,B/TT,居中間位置，走勢輕鬆，走內欄。趨近彎位時落後領放馬兩個馬位，移離內欄。一百五十米處上前取得領先。有足夠餘力帶離半個馬位勝出。,
2020-03-25,4,522,10,7,緣份,C535,蔡明紹,B/XB,沿途居中間位置，離欄競跑。早段及中段落後領放馬約五個馬位。進入末段時追近，僅落後領放馬三個半馬位。其後轉弱，落後甚遠。,
2020-03-25,4,522,11,4,綠色勁駒,V184,薛恩,TT,起步時碰撞對手，早段未能加速，留居尾三位置。跑過五百米處推進時移至第四疊。入直路時須走大外疊。直路初未能再增速，急促轉弱。,
2020-03-25,4,522,12,8,福滿寶,D118,潘明輝,H/P/XB,起步後居中間位置，但沿途走第三疊，沒有遮擋。趨近彎位時開始墮退。直路上急促轉弱。洩氣潰敗，包尾而回。,
2020-03-25,4,522,2,10,踏雪飛翔,D094,黎海榮,TT,沿途居領先馬匹之後，走勢暢順。直路初在領放馬之後處於窘境。一百七十五米處自窄位透出。最後一百米衝刺良佳，進佔亞軍。,
2020-03-25,4,522,3,12,表表馬,C233,梁家俊,B/TT,展現前速，取得領先。首次跑過終點後切入內欄。保持領先，跑過半程時帶離逾一個馬位。一百五十米處被超越。末段保住季席。,
2020-03-25,4,522,4,2,軍炮,V371,潘頓,B,出閘緩慢，靠近他駒後蹄處於窘境，其後切入內欄。早段後自尾列推進至中間位置。轉彎時靠近內疊競跑。接近二百米處時受困。末段衝刺強勁。,
2020-03-25,4,522,5,6,甲烷,C469,史卓豐,B1,展步上前，居第二位，離欄競跑。半程時居第二位，落後領放馬逾一個馬位，走勢暢順。入直路時追近領放馬。二百米處未能再增速。末段墮退兩個馬位。,
2020-03-25,4,522,6,5,金元寶馬,C094,郭能,--,出閘迅速，收慢居中間位置，離欄競跑。中段持續在馬匹之間競跑。半程時落後領放馬三個馬位。轉彎時落後領放馬兩個馬位，移出較外疊。最後二百米稍微轉弱。,
2020-03-25,4,522,7,3,陽明高高,B132,何澤堯,--,出閘不快，上前居中間位置，但沿途走第三疊，有遮擋。進入末段時落後領放馬三個半馬位，移出更外疊。最後二百五十米再無餘力。,
2020-03-25,4,522,8,1,多多,C109,莫雷拉,H,在馬群之後切入，居包尾位置。半程時持續居包尾位置，落後領放馬八個半馬位。轉彎時移出較外疊。入直路後受催策，瞬即移出大外疊。末段超越數駒。（必須通過獸醫檢驗後才可再次出賽。）,
2020-03-25,4,522,9,9,鑽飾神聖,A419,黃俊,--,起步時受擠迫及失地，沿途居尾二位置。持續居尾二位置，進入末段時落後領放馬五個馬位。直路上無甚表現，落後甚遠。,
2020-03-25,5,523,1,6,運才,A251,郭能,B/H/XB,出閘普通，落後約兩個馬位，走第二疊。直路彎前居相同位置。衝刺良佳，以馬頭位之先勝出賽事。（失去左後蹄的蹄鐵。）,
2020-03-25,5,523,10,7,新強精英,D034,黃俊,B1,起步後不久碰撞對手，居後列，走第三疊。接近七百米處時與對手互相碰撞。直路彎未能再增速。直路初轉弱。,
2020-03-25,5,523,11,8,合夥贛勁,D051,黎海榮,TT,起步時碰撞對手，欠缺前速，居後列，走內疊。跑過七百米處後遙遙落後主馬群，其後轉弱。表現難以接受。,
2020-03-25,5,523,2,2,孖寶,C239,潘頓,XB,自第一檔出閘迅速，落後領放馬一個半馬位，走內欄。直路彎居相同位置。衝刺良佳，取得亞軍，僅以馬頭位之差落敗。,
2020-03-25,5,523,3,11,勇冠多,V376,潘明輝,SR,出閘迅速，居第二位，落後半個馬位，走第二疊。直路彎前居相同位置。衝刺良佳，僅以馬頸位之差落敗。,
2020-03-25,5,523,4,12,明月昇輝,A324,蔡明紹,CP,起步時被觸碰，受催策上前，取得領先。沿途走勢暢順。入直路後保持佳勢。末段僅不敵三甲馬匹。,
2020-03-25,5,523,5,10,特駒聯盟,C472,史卓豐,--,出閘迅速，居中間位置，走內欄。直路彎走內欄節省腳程。跑過三百五十米處後向外移出。直路上追前甚多，過終點時最為接近。,
2020-03-25,5,523,6,1,王者奇兵,C130,梁家俊,--,起步時向內斜跑，觸碰對手，居中間之後位置，落後四個馬位，走第二疊。直路彎略為追近。以穩勢衝刺。,
2020-03-25,5,523,7,9,赤電神駒,D166,黃皓楠,B/TT,自外檔出閘，留居後列，落後七個馬位。中段略為追近。直路彎落後四至五個馬位。直路上略為追前。,
2020-03-25,5,523,8,4,皆旺財,C278,薛恩,V1/TT,自大外檔出閘普通，居中間稍前位置，在沒有遮擋下走第三疊。直路彎追近。直路初未能再增速。最後二百米轉弱。,
2020-03-25,5,523,9,5,快利寶,A320,利敬國,B/H/TT,出閘普通，與對手互相觸碰。早段居後列，走大外疊。接近七百米處時與對手互相碰撞。跑過六百五十米處後略為追近。直路彎走第二疊。直路上略為追前。,
2020-03-25,6,524,1,7,壽臣,C326,潘頓,B,居包廂位置。一百米處取得領先。以兩個半馬位之先勝出賽事。,
2020-03-25,6,524,10,12,恆駿寶駒,T262,蘇狄雄,B/H,出閘緩慢，留後及脫離馬群。直路上毫無競爭力。,
2020-03-25,6,524,11,10,理想回報,A305,黎海榮,P-/TT,居中間之後位置，在沒有遮擋下走第四疊。未能追前。,
2020-03-25,6,524,12,3,更跑得,C400,黃皓楠,SR,居中間位置，走第二疊。直路上失地。,
2020-03-25,6,524,2,11,富萬家,V286,黃俊,H/TT-,受催策上前，移入內欄領放。保持走勢，但不敵頭馬。,
2020-03-25,6,524,3,2,疾風勁草,D197,利敬國,--,沿欄居中間位置。追前，衝刺強勁，跑獲季軍。,
2020-03-25,6,524,4,5,發財寶,B220,蔡明紹,B/XB,上前，走第二疊。持續上前，走勢一般。,
2020-03-25,6,524,5,9,贏多多,C004,史卓豐,B,居中間之後位置，走第三疊，但有遮擋。略為追前，衝刺一般。,
2020-03-25,6,524,6,4,醒目勇駒,B456,薛恩,B/TT,上前，在沒有遮擋下走第三疊。大致保持同速。,
2020-03-25,6,524,7,8,合夥精神,D175,潘明輝,B-/H-/XB-,沿欄居後列。直路上再無餘力。,
2020-03-25,6,524,8,1,舞士精神,C180,莫雷拉,SR/TT,漏閘，居中間位置，走第二疊。入直路時移出外疊。未能加速。（見競賽事件報告。）,
2020-03-25,6,524,9,6,有毅君子,D230,郭能,CP/TT,居中間位置，走第三疊，但有遮擋。直路上保持同速。,
2020-03-25,7,525,1,6,盈嘉輝,C080,潘頓,B/TT,自中檔出閘後受催策上前，大多居第四位，落後稍逾兩個馬位。趨近直路彎時開始發力。入直路時取得領先，在催策下保持佳勢。,
2020-03-25,7,525,10,1,電玩時代,D269,黃俊,XB,自最外檔出閘後受催策上前，居中間位置，走外疊。對面直路上進一步上前至第三位，在沒遮擋下走第三疊。轉直路彎時外閃，走大外疊，從未能恢復走勢。,
2020-03-25,7,525,11,4,陽光戰駒,D265,薛恩,B1/TT1,自外檔出閘後穩步上前，其後居領放馬外側。入直路時一度爭奪領先，瞬即轉弱。,
2020-03-25,7,525,12,8,冠鋒,D086,潘明輝,--,自中檔出閘後取得領先。開始轉入首個彎位時移入內欄。對面直路上領先些微距離。轉直路彎時被超越，迅速力竭。,
2020-03-25,7,525,2,7,肥仔威威,B366,何澤堯,V/TT,遙居於後。對面直路上在沒遮擋下走第三疊。轉直路彎時開始發力，入直路時走外疊。直路上在跑道中央競跑，衝刺強勁，以末段表現最佳。,
2020-03-25,7,525,3,5,鑲白旗,B336,史卓豐,B1,大多沿欄居第六位，即中間位置。入直路時向外移出展開挑戰。持續力拼，但未能構成威脅。,
2020-03-25,7,525,4,9,動力飛鷹,B072,利敬國,B/H/XB/TT,出閘笨拙，居第七位，即中間位置。入直路時開始發力。持續力拼，但未能構成威脅。,
2020-03-25,7,525,5,12,環翠戰士,A187,黃皓楠,B,沿欄居中間之後位置。入直路時向外移出展開挑戰。在催策下持續力拼，但未能構成威脅。,
2020-03-25,7,525,6,2,勇敢傳說,A260,郭能,B/TT,起步時受妨礙，居中間之後位置。轉直路彎時開始發力，走外疊。在催策下持續力拼，但未能構成威脅。,
2020-03-25,7,525,7,3,狂舞派,B404,莫雷拉,--,自外檔出閘後瞬即留居後列。轉直路時走內疊節省腳程。直路初嚴重受阻礙。二百五十米處勒避。末段毫無表現。,
2020-03-25,7,525,8,11,奪速,D001,蔡明紹,B,留居後列。大石鼓處前大部分途程跑來搶口。轉直路彎時走內欄節省腳程。二百米處受困。末段保持佳勢。,
2020-03-25,7,525,9,10,老撾之光,C291,梁家俊,CP-/B2/TT,自第一檔出閘迅速，大多居領放馬約兩個馬位之後的位置，走內欄。入直路時一度進佔較接近位置，其後受催策，但轉弱。,
2020-03-25,8,526,1,3,知道必勝,C383,蔡明紹,TT,出閘普通，其後恢復走勢，居中間之後位置。四百米處向外移出以展開挑戰。衝刺強勁，八十米處取得領先，穩操勝券。,
2020-03-25,8,526,10,5,騰龍駒,B349,薛恩,B/TT,出閘後受催策，追趕領先馬匹，居第三位。最後二百米再無餘力，走勢轉弱。,
2020-03-25,8,526,11,2,手到回來,C001,梁家俊,B/TT,墮居後列，走第三疊。直路彎瞬即洩氣。（騎師：馬鞍於起步後向後滑移，以致在陣上感到不便。）,
2020-03-25,8,526,12,9,龍船,V186,黃俊,TT,居後列，走外疊，沒有遮擋。直路上未能保持走勢，從未參與競逐。,
2020-03-25,8,526,2,1,英之星,C058,何澤堯,CP,自最外檔出閘後留後，早段居包尾位置。自六百五十米處起追近，負頂磅下走勢強勁。接近終點時取得亞軍。,
2020-03-25,8,526,3,7,美麗躍動,C318,潘頓,B/TT,從未遠離領放馬。直路上力拼。最後一百五十米速度不敵頭馬。接近終點時失去亞軍。,
2020-03-25,8,526,4,6,綠色勇駿,D140,莫雷拉,B,出閘笨拙，留居中間之後位置，落後領放馬五個馬位。接近四百米處時向外移出，保持走勢，以不俗走勢跑獲殿軍。,
2020-03-25,8,526,5,8,超能量,B294,利敬國,B/XB,追趕領先馬匹，居第四位。直路初受催策，反應良佳。最後一百五十米被超越。,
2020-03-25,8,526,6,11,嶺寶峯,B333,潘明輝,--,自第一檔出閘，單騎領放。以平穩步速領先。二百米處被超越。接近終點時轉弱。,
2020-03-25,8,526,7,10,旅英福星,C368,黃皓楠,SR-/B,居中間位置，走內疊。最後三百米保持走勢，但速度不足以挑戰領先馬匹。,
2020-03-25,8,526,8,4,加州神箭,A417,郭能,H/TT,追趕領放馬，走第二疊。直路初保持同速。最後一百五十米轉弱。,
2020-03-25,8,526,9,12,翡翠劇院,A040,黎海榮,B,墮居接近包尾位置。入直路時落後甚遠，未能以勁勢衝刺。,
2020-03-29,1,527,1,13,勇晉大師,B452,潘明輝,B/TT,出閘一般，落後約三個馬位，走內欄。自五百米處起走第二疊。直路初未能望空。跑過三百米處後望空。衝刺強勁，勝出賽事。,
2020-03-29,1,527,10,10,依斯堅,B028,薛恩,B/TT,自大外檔出閘，留居後列，落後七個馬位。直路彎追近。入直路時走最外疊。末段毫無進展。,
2020-03-29,1,527,11,6,辣得真,C021,田泰安,B,自第一檔出閘迅速，落後領放馬兩個馬位，走內欄。直路彎走內欄節省腳程。直路初受困。（見競賽事件報告。）,
2020-03-29,1,527,12,5,娛樂大少,B060,梁家俊,--,與對手同步出閘，受催策上前，居前列。接近八百米處時讓對手過頭。直路彎居領放馬之後。直路初未能望空。自二百五十米處起轉弱。（氣管內有血。）,
2020-03-29,1,527,13,2,超級炮彈,C281,楊明綸,B-/P1/TT1,出閘迅速，早段居前列，但走大外疊。自接近七百米處起走第二疊。入直路後一度領先。接近三百五十米處時被超越。其後轉弱。,
2020-03-29,1,527,14,14,劍追聲,B445,蔡明紹,B2/TT,出閘普通，早段居前列，但走大外疊。九百五十米處取得領先。七百五十米處移入內欄。直路彎領先半個馬位。直路初被超越。其後轉弱。,
2020-03-29,1,527,2,4,利之喜,A405,史卓豐,B,出閘普通，落後兩至三個馬位，走第二疊。直路彎居相若位置。衝刺良佳，跑獲亞軍。（右後蹄踭部內側輕微割傷。）,
2020-03-29,1,527,3,8,葵涌精英,C173,利敬國,H/B1/TT1,出閘俐落，落後約一個馬位，走第二疊。直路彎前居相同位置。過了四百五十米處後開始上前。直路初取得領先。一百五十米處未能再增速。一百米處被超越。保持走勢，跑獲季軍。,
2020-03-29,1,527,4,1,暴風俠,A123,莫雷拉,--,與對手同步躍出，居後列，走第二疊。跑過五百五十米處後開始上前。入直路時走大外疊。直路上略為追前，取得殿軍。未能威脅首數名馬匹。,
2020-03-29,1,527,5,7,合進駒,A327,波健士,--,出閘迅速，居中間稍後位置，走第三疊，有遮擋。跑過五百五十米處後開始上前。入直路時走大外疊，以穩勢衝刺。,
2020-03-29,1,527,6,3,晴朗拍檔,B071,郭能,SR,出閘一般，居中間之後位置，走第二疊。自五百五十米處起走更外疊。直路初略為追前。一百五十米處未能再增速。末段走勢平穩。,
2020-03-29,1,527,7,9,同威,A223,蘇狄雄,V-/TT-,與對手同步出閘，未能切入內疊，居中間稍前位置，走第三疊。直路彎沒有遮擋。直路初對催策略有反應。二百米處未能再增速。末段走勢平穩。,
2020-03-29,1,527,8,11,金錢炮,T022,何澤堯,B/H/XB,出閘緩慢，居後列，走內疊。跑過五百五十米處後向外移出。入直路時走大外疊。末段略為追前。,
2020-03-29,1,527,9,12,萬里威揚,A055,黃皓楠,B-/V2,自第十三檔出閘後留後，缺乏前速。早段被主馬群拋離。接近六百米處時追上馬群。入直路時走大外疊。直路上略為追前。,
2020-03-29,10,536,1,12,明駿之星,C229,莫雷拉,B,出閘迅速，居中間之前位置，走內欄。直路彎沿欄略為追近。直路初取得領先，保持十分強勁的走勢到終點，輕易勝出。,
2020-03-29,10,536,10,13,極速駿馬,B211,波健士,B/TT,自外檔出閘迅速，受催策上前領先，沿途走勢良佳。直路初未能再加速及被超越。最後二百米轉弱。,
2020-03-29,10,536,11,14,慈愛恩典,C296,利敬國,H/XB,與對手同步出閘，落後約一個馬位，走第二疊。直路彎居相若位置。直路初未能再加速，其後逐漸轉弱。,
2020-03-29,10,536,12,4,妙算達人,B224,梁家俊,B/TT,自最外檔出閘普通，居中間之前位置，走第三疊，沿途沒有遮擋。入直路時略為追近。直路初未能再加速，其後逐漸轉弱。（接近三百米處時失去左前蹄的蹄鐵。）,
2020-03-29,10,536,13,11,凱倫致寶,D213,楊明綸,B1,出閘普通，居中間位置，走外疊，沿途沒有遮擋。早段耗力過多，直路初轉弱。,
2020-03-29,10,536,14,2,鑽得勁,A391,黎海榮,--,全程居包尾位置，從未有力一爭。（見競賽事件報告。）,
2020-03-29,10,536,2,7,錶之智能,D139,蔡明紹,XB,與對手同步出閘，居後列，走第二疊。入直路時落後四個馬位。直路上追前甚多。於終點線上取得亞軍，未能威脅頭馬。（見競賽事件報告。）,
2020-03-29,10,536,3,10,場場精綵,D126,史卓豐,TT,自第一檔出閘普通，居中間位置，走內欄。直路彎走內欄以省腳程。跑過五百米處後向外移出。衝刺良佳，取得季軍，未能威脅頭馬。,
2020-03-29,10,536,4,9,天祿,C082,郭能,TT,出閘時受妨礙，居中間稍前位置，走第二疊。入直路時走更外疊。直路上保持佳勢，跑獲殿軍。,
2020-03-29,10,536,5,8,百勝龍,V356,何澤堯,B/H/TT,出閘僅屬普通，居後列，在有遮擋下走外疊。直路彎落後五至六個馬位。入直路時走大外疊，衝刺良佳，未能構成威脅。（見競賽事件報告。）,
2020-03-29,10,536,6,5,韋小寶,C188,田泰安,B,出閘時一對前腳並舉，出閘緩慢。早段居後列，走第二疊。八百五十米處移入內欄。直路彎走內欄以省腳程。直路初略為追前。接近二百五十米處時受困，其後望空後以穩勢衝刺。,
2020-03-29,10,536,7,3,最合拍,B393,潘頓,B/TT,出閘笨拙，居中間之後位置，走第三疊，有遮擋。跑過五百米處後向外移出。直路上受催策，略為交出反應。（見競賽事件報告。）,
2020-03-29,10,536,8,1,加州議長,A114,黃俊,B/H/TT,出閘時向外斜跑，居中間位置，走第二疊。直路彎居相若位置，以穩勢衝刺。,
2020-03-29,10,536,9,6,激賞,A377,潘明輝,--,出閘普通，居中間位置，走第三疊，有遮擋。中段居相若位置。入直路時走大外疊。直路初受催策，略為交出反應。一百五十米處未能再加速，其後轉弱及收慢。,
2020-03-29,2,528,1,3,高瞻遠矚,B345,莫雷拉,B,收慢居中間位置，走第二至第三疊。快步速有利發揮。三百米處帶離，從容勝出。,
2020-03-29,2,528,10,2,皇龍司令,C208,何澤堯,B2,居中間位置，走內欄。二百米處轉弱。,
2020-03-29,2,528,11,1,機臣,D041,郭能,B/XB,居中間之前位置，走第三疊。快步速不利發揮。四百米處力竭。,
2020-03-29,2,528,12,9,寶得住,C125,蔡明紹,XB-/TT-,受力策上前，走第二疊。快步速不利發揮。五百米處墮退。,
2020-03-29,2,528,13,8,威利熱流,T281,薛恩,B,沿途走第三至第四疊。從未超越中間位置。,
2020-03-29,2,528,2,11,開心日子,A333,波健士,B/TT,居後列，走內欄。快步速有利發揮。自四百米處至二百米處空位不足。望空後以穩勢上前。,
2020-03-29,2,528,3,4,關鍵時機,C159,潘頓,--,起步後收慢，移入內欄。八百米處大力勒避。自四百米處至二百米處空位不足。望空後以穩勢追前。,
2020-03-29,2,528,4,14,皇圖,C123,蘇狄雄,B-,早段受推策，居中間位置，走第二疊。三百米處以穩勢追前。,
2020-03-29,2,528,5,12,牛精輝煌,A118,黃俊,H,受推策固守內欄，居中間之後位置。快步速有利發揮。二百五十米處以穩勢上前。,
2020-03-29,2,528,6,7,榮惑,C370,史卓豐,B/TT,早段收慢留後，走外疊。千二米處上前。快步速不合發揮。二百米處力竭。,
2020-03-29,2,528,7,5,精彩千里,C331,梁家俊,CP,受推策移入內欄，以快步速領放。保持領先，二百米處轉弱。,
2020-03-29,2,528,8,6,神州福星,B326,田泰安,CP/TT,起步後收慢，走第三至第五疊。快步速有利發揮。四百米處追前。一百五十米處無以為繼。,
2020-03-29,2,528,9,10,其樂無窮,S147,利敬國,B/TT,起步後收慢，走第二至第四疊。快步速適合發揮。八百米處勒避。毫無進展。,
2020-03-29,2,528,DNF,13,蒜頭爺爺,V039,潘明輝,V,受力策上前。八百米處再無參與競逐。,
2020-03-29,3,529,1,9,行星夢,D100,莫雷拉,B/TT,受催策，居領先馬匹之後。跑過二百米處時加速。衝刺強勁，勝出賽事。,
2020-03-29,3,529,10,4,天地人,B403,黃俊,CP,起步後在一段途程上受力策上前，居領放馬外側。入直路時轉弱。,
2020-03-29,3,529,11,6,勇敢皇者,D132,波健士,B-,居包尾位置。接近七百米處時嘗試推進。入直路時走最外疊。直路上對催策毫無反應。,
2020-03-29,3,529,2,3,艮志騰雲,B119,潘頓,SR,居包廂位置，前速甚快。接近四百米處時受催策。直路上對催策反應強勁。,
2020-03-29,3,529,3,7,有視力,D251,梁家俊,--,居中間之後位置。跑過五百米處時推進。跑過一百米處時追前甚多。,
2020-03-29,3,529,4,12,勁加加,B319,蔡明紹,--,居後列。跑過五百米處時受催策。末段追前甚多。,
2020-03-29,3,529,5,2,健康美麗,B384,潘明輝,CP/TT,起步時與對手互相觸碰，其後未能加速，居尾列。直路上保持同速。,
2020-03-29,3,529,6,1,團結精神,B230,史卓豐,B/TT,受催策，取得領先。四百米處受催策。直路上對催策反應平平。,
2020-03-29,3,529,7,10,成才,B085,何澤堯,B,居後列。受催策時反應平平。,
2020-03-29,3,529,8,11,樂盈盈,C369,黃皓楠,B/TT,居後列。直路上受催策，但毫無反應。,
2020-03-29,3,529,9,5,世紀舞王,C512,薛恩,--,居中間位置，走內欄。直路上在催策下走勢稚嫩。接近一百米處時轉弱。,
2020-03-29,4,530,1,10,瀟灑王子,V069,黃俊,B,受力策，展現前速，切入內欄領放。入直路時持續領放，領先逾一個馬位。末段仍有足夠餘力，力拒對手挑戰勝出。,
2020-03-29,4,530,10,4,醒目再臨,A314,郭能,B/H/TT,自最外檔出閘，收慢向內移入，居後列，走第三疊。末段保持位置。從未有力一爭。,
2020-03-29,4,530,11,8,追風驥足,D009,莫雷拉,E/TT,起步後受催策上前，沿途居中間位置，走第三疊，沒有遮擋。轉直路彎時被迫走大外疊。最後三百米再無餘力並轉弱。（表現難以接受，必須試閘及格。）,
2020-03-29,4,530,12,14,成功星駒,D065,楊明綸,--,起步後收慢，墮居中間之後位置。接近一千米處時受擠迫，接近八百米處時受約束，墮居尾二位置。直路彎前受力策，末段毫無進展。遙遙落後。,
2020-03-29,4,530,13,9,齊齊發,B356,波健士,B/TT,出閘稍慢，繼而迅速加速，沿欄進佔中間位置。接近直路彎時移離內欄。四百米處落後領放馬三個馬位，最後三百米轉弱。（翌日不良於行。）,
2020-03-29,4,530,14,2,騷哥利,C430,黃皓楠,CP1/TT,前速甚快。接近千一米處時被超越，居領先馬匹之後，其後不久一度走勢欠順。入直路時移出較外疊，最後二百米急促轉弱。包尾而回。,
2020-03-29,4,530,2,12,都市神話,A086,田泰安,B,居中間位置，走內欄。四百米處落後領放馬兩個馬位。最後二百米在馬匹之間受擠壓。末段衝刺強勁，遠遠拋離季軍。,
2020-03-29,4,530,3,1,夢幻戰士,C280,何澤堯,CP/H/TT,早段居中間位置，走外疊。九百米處上前至領放馬外側。入直路領放馬加速帶離時受力策。力拼，保住季軍，落後甚遠。,
2020-03-29,4,530,4,13,打鐵趁熱,C133,利敬國,H,起步後不久收慢向內移入，居中間位置。中段跑來搶口，走第三疊，有遮擋。入直路時再移出更外疊。末段穩步追前。,
2020-03-29,4,530,5,7,帝豪大師,D225,潘頓,TT,出閘後前速頗快，居第三位，早段離欄競跑。接近九百米處時取得遮擋。四百米處落後領放馬約四個馬位。末段落後相同距離。,
2020-03-29,4,530,6,11,皮具之星,C307,梁家俊,CP2/TT,出閘笨拙，漏閘，其後居接近包尾位置。入直路時靠近內欄競跑。末段自後列追前至中間位置。,
2020-03-29,4,530,7,3,金如意,A172,薛恩,--,沿途居中間位置，在馬匹之間競跑。四百米處僅落後領放馬三個半馬位。但其後再無進展，未能自中間位置追近。,
2020-03-29,4,530,8,6,自然力量,C461,潘明輝,B,前速不如對手，起步後墮居中間之後位置。自六百米處起受催策。直路彎居尾四位置。其後超越數匹已呈疲態的對手，進佔中間位置。落後頗遠。,
2020-03-29,4,530,9,5,玩得好,A383,蔡明紹,CP-,起步後獲許留後，瞬即居尾列。接近九百米處時受阻礙。四百米處持續居尾列，落後領放馬七個半馬位。其後移出最外疊，超越數駒，進佔中間位置。未能構成威脅。,
2020-03-29,5,531,1,2,智愛,A010,潘頓,B,出閘迅速，走第四疊，落後三至四個馬位。直路彎走第三疊。末段衝刺強勁，勝出賽事。,
2020-03-29,5,531,10,8,信心滿滿,D229,梁家俊,B1/H1,留居中間之後位置，在有遮擋下走第三疊。自八百米處起走第二疊。入直路時向外移出。三百米處受阻礙，其後再無進展。,
2020-03-29,5,531,11,10,龍鳳情祥,B185,潘明輝,B-,出閘緩慢。沿途居包尾位置。從未構成威脅。,
2020-03-29,5,531,12,4,驫驫,A315,蘇狄雄,V-/H,起步時與他駒互相觸碰，走第三疊，落後約三個馬位。直路彎沒遮擋。直路初未能再增速，其後轉弱。,
2020-03-29,5,531,13,13,惜多福,A323,黃俊,B,出閘迅速，居前列，但走第三疊。自七百五十米處起走第二疊。入直路時落後一個馬位。直路初未能再增速。最後二百米轉弱。,
2020-03-29,5,531,14,3,大當家,B145,黎海榮,TT,自外檔出閘後留居中間之後位置，走內疊。自五百五十米處起走第二疊。直路初未能望空。接近三百米處時勒避，其後轉弱及收慢。（左後蹄球節部位有一處輕微割傷。）,
2020-03-29,5,531,2,6,團結力量,D005,史卓豐,--,自第十三檔出閘後留居後列，在有遮擋下走第三疊，落後約五個馬位。入直路時走大外疊。直路上追前甚多，跑獲亞軍。,
2020-03-29,5,531,3,12,勝利紅星,D031,郭能,PC,出閘時向內斜跑，觸碰他駒，走第二疊，居中間位置。直路彎前居相同位置。末段衝刺良佳，跑獲一席位置。,
2020-03-29,5,531,4,11,股票傳奇,D039,田泰安,B/H,自最外檔出閘後留居後列，走內疊，落後七個馬位。直路彎沿欄略為追近。直路上追前甚多，跑獲殿軍，過終點時最為接近。,
2020-03-29,5,531,5,5,翡翠鳳凰,D179,莫雷拉,B,出閘一般，走第二疊，居中間之前位置。跑過五百五十米處後向外移出。直路初受催策，走勢甚佳。一百五十米處未能再增速，保持穩勢至終點。,
2020-03-29,5,531,6,7,喜駿之星,D033,何澤堯,CP-,起步時與他駒互相觸碰，居前列，走第二疊。接近七百五十米處時容許對手過頭。直路彎落後約一個馬位。直路初追前甚多。二百五十米處取得領先。一百五十米處未能再增速，被超越，其後逐漸轉弱。,
2020-03-29,5,531,7,14,威武承傳,B451,利敬國,SR/TT,起步時受妨礙，居領放馬三至四個馬位之後的位置，走內欄。直路彎居相同位置。直路初受催策，略有反應。接近三百米處時受困，其後保持穩勢至終點。,
