race_id,date,venue,race_no,config,surface,distance,going,horse_ratings,prize,race_class,sec_time1,sec_time2,sec_time3,sec_time4,sec_time5,sec_time6,sec_time7,time1,time2,time3,time4,time5,time6,time7,place_combination1,place_combination2,place_combination3,place_combination4,place_dividend1,place_dividend2,place_dividend3,place_dividend4,win_combination1,win_dividend1,win_combination2,win_dividend2
3154,2001-07-28,ST,1,A,0,1200,GOOD,40-15,540000.0,5,24.19,22.77,23.43,,,,,24.19,46.96,70.39,,,,,3,5,12.0,,24.5,18.5,22.0,,3,76.5,,
3155,2001-07-28,ST,2,A,0,1400,GOOD TO FIRM,60-40,700000.0,4,13.58,22.28,23.41,23.07,,,,13.58,35.86,59.27,82.34,,,,10,12,8.0,,15.5,33.0,14.0,,10,42.5,,
3156,2001-07-28,ST,3,A,0,1200,GOOD TO FIRM,60-40,700000.0,4,23.72,22.88,23.16,,,,,23.72,46.6,69.76,,,,,7,11,10.0,,20.5,25.5,47.0,,7,68.0,,
3157,2001-07-28,ST,4,A,0,1400,GOOD TO FIRM,40-15,540000.0,5,13.72,22.08,23.91,23.6,,,,13.72,35.8,59.71,83.31,,,,1,11,10.0,,31.5,25.5,19.0,,1,94.0,,
3158,2001-07-28,ST,5,A,0,1600,GOOD TO FIRM,60-40,700000.0,4,25.44,23.05,24.45,23.18,,,,25.44,48.49,72.94,96.12,,,,12,8,6.0,,16.5,51.5,64.5,,12,47.0,,
3159,2001-07-28,ST,6,A,0,1400,GOOD TO FIRM,60-40,700000.0,4,13.75,22.67,24.14,22.83,,,,13.75,36.42,60.56,83.39,,,,13,6,2.0,,15.5,34.5,21.5,,13,41.0,,
3160,2001-07-28,ST,7,A,0,1200,GOOD TO FIRM,80-60,950000.0,3,24.09,22.39,23.1,,,,,24.09,46.48,69.58,,,,,3,2,5.0,,14.0,25.0,17.0,,3,25.5,,
3161,2001-07-28,ST,8,A,0,1400,GOOD TO FIRM,110-85,2000000.0,1,13.44,21.62,23.17,23.38,,,,13.44,35.06,58.23,81.61,,,,1,7,10.0,,17.0,96.5,38.0,,1,39.5,,
3162,2001-07-28,ST,9,A,0,1600,GOOD TO FIRM,80-60,950000.0,3,24.47,23.72,24.12,23.28,,,,24.47,48.19,72.31,95.59,,,,3,6,11.0,,15.5,13.5,28.0,,3,40.0,,
3163,2001-07-28,ST,10,A,0,1400,GOOD TO FIRM,85-60,950000.0,3,13.62,22.45,23.47,22.82,,,,13.62,36.07,59.54,82.36,,,,6,1,4.0,,14.0,21.5,36.5,,6,35.5,,
3164,2001-08-01,ST,1,A,1,1200,GOOD,40-15,540000.0,5,23.55,21.64,24.02,,,,,23.55,45.19,69.21,,,,,1,2,5.0,,32.0,20.0,31.0,,1,88.0,,
3165,2001-08-01,ST,2,A,1,1200,GOOD,60-40,700000.0,4,23.41,22.08,23.49,,,,,23.41,45.49,68.98,,,,,2,4,11.0,,29.5,25.0,36.5,,2,96.0,,
3166,2001-08-01,ST,3,A,1,1200,FAST,60-40,700000.0,4,23.3,22.27,23.51,,,,,23.3,45.57,69.08,,,,,4,6,11.0,,21.0,15.5,157.5,,4,85.5,,
3167,2001-08-01,ST,4,A,1,1800,FAST,60-40,700000.0,4,13.56,22.39,23.61,23.86,24.4,,,13.56,35.95,59.56,83.42,107.82,,,13,5,6.0,,66.5,63.5,33.5,,13,246.5,,
3168,2001-08-01,ST,5,A,1,1200,FAST,80-60,950000.0,3,22.66,22.23,23.71,,,,,22.66,44.89,68.6,,,,,9,11,5.0,,32.5,37.5,15.5,,9,117.0,,
3169,2001-08-01,ST,6,A,1,1800,FAST,80-60,950000.0,3,13.64,22.36,24.5,24.22,23.14,,,13.64,36.0,60.5,84.72,107.86,,,8,2,6.0,,17.5,29.5,120.0,,8,55.5,,
3170,2001-08-01,ST,7,A,1,1200,FAST,80-60,950000.0,3,23.16,22.16,22.71,,,,,23.16,45.32,68.03,,,,,10,12,1.0,,21.0,25.5,21.0,,10,57.5,,
3171,2001-08-01,ST,8,A,1,1200,FAST,100-80,1400000.0,2,23.16,21.88,23.29,,,,,23.16,45.04,68.33,,,,,2,4,3.0,,20.0,29.0,26.0,,2,57.0,,
3172,2001-08-05,ST,1,B+2,0,1200,GOOD,G,750000.0,4,23.91,23.45,23.26,,,,,23.91,47.36,70.62,,,,,3,4,5.0,,15.0,63.0,18.5,,3,32.5,,
3173,2001-08-05,ST,2,B+2,0,1200,GOOD,60-40,700000.0,4,24.17,22.86,23.37,,,,,24.17,47.03,70.4,,,,,10,2,1.0,,40.0,22.0,18.5,,10,179.0,,
3174,2001-08-05,ST,3,B+2,0,1800,GOOD,40-15,540000.0,5,14.02,23.24,24.84,24.78,23.6,,,14.02,37.26,62.1,86.88,110.48,,,4,11,8.0,,29.0,40.0,28.5,,4,85.5,,
3175,2001-08-05,ST,4,B+2,0,1200,GOOD,80-60,950000.0,3,24.16,22.69,22.61,,,,,24.16,46.85,69.46,,,,,8,4,6.0,,10.5,44.5,38.0,,8,16.0,,
3176,2001-08-05,ST,5,B+2,0,1600,GOOD,60-40,700000.0,4,24.8,23.42,24.44,23.71,,,,24.8,48.22,72.66,96.37,,,,5,10,7.0,,15.0,20.5,18.5,,5,29.0,,
3177,2001-08-05,ST,6,B+2,0,1400,GOOD,80-60,950000.0,3,13.83,22.09,23.62,22.94,,,,13.83,35.92,59.54,82.48,,,,5,2,8.0,,43.5,31.5,20.5,,5,125.0,,
3178,2001-08-05,ST,7,B+2,0,2000,GOOD,G,3000000.0,12,25.2,23.83,24.94,23.88,23.66,,,25.2,49.03,73.97,97.85,121.51,,,1,3,5.0,,15.5,25.5,28.5,,1,42.0,,
3179,2001-08-05,ST,8,B+2,0,1600,GOOD,G,3000000.0,12,24.94,23.33,23.36,22.51,,,,24.94,48.27,71.63,94.14,,,,3,1,4.0,,11.0,10.5,35.5,,3,28.5,,
3180,2001-08-05,ST,9,B+2,0,1200,GOOD,G,3000000.0,12,23.62,22.36,22.85,,,,,23.62,45.98,68.83,,,,,3,10,4.0,,16.0,20.5,46.5,,3,38.0,,
3181,2001-08-05,ST,10,B+2,0,1600,GOOD,100-80,1400000.0,2,24.45,23.19,24.24,23.63,,,,24.45,47.64,71.88,95.51,,,,9,13,11.0,,18.0,20.0,94.0,,9,42.5,,
3182,2001-08-05,ST,11,B+2,0,1200,GOOD,100-80,1400000.0,2,24.27,22.84,22.14,,,,,24.27,47.11,69.25,,,,,12,9,10.0,,17.0,14.5,35.5,,12,38.5,,
3183,2001-08-08,HV,1,C,0,1000,GOOD,40-15,540000.0,5,12.97,21.97,22.95,,,,,12.97,34.94,57.89,,,,,10,6,12.0,,32.5,18.5,16.0,,10,103.0,,
3184,2001-08-08,HV,2,C,0,1650,GOOD,40-15,540000.0,5,28.06,24.56,24.77,24.05,,,,28.06,52.62,77.39,101.44,,,,5,8,6.0,,18.0,62.5,56.5,,5,44.5,,
3185,2001-08-08,HV,3,C,0,1650,GOOD,60-40,700000.0,4,28.25,24.05,25.12,24.18,,,,28.25,52.3,77.42,101.6,,,,6,3,4.0,,27.0,16.5,31.0,,6,79.0,,
3186,2001-08-08,HV,4,C,0,1200,GOOD,60-40,700000.0,4,23.73,23.12,23.57,,,,,23.73,46.85,70.42,,,,,2,1,6.0,,18.0,17.0,22.0,,2,78.0,,
3187,2001-08-08,HV,5,C,0,1650,GOOD,60-40,700000.0,4,28.11,23.88,25.52,23.99,,,,28.11,51.99,77.51,101.5,,,,12,3,9.0,,21.0,17.5,35.5,,12,63.0,,
3188,2001-08-08,HV,6,C,0,1650,GOOD,80-60,950000.0,3,27.86,23.38,24.91,24.63,,,,27.86,51.24,76.15,100.78,,,,2,10,7.0,,38.0,13.5,67.0,,2,114.0,,
3189,2001-08-08,HV,7,C,0,1650,GOOD,80-60,950000.0,3,28.05,24.34,24.38,23.9,,,,28.05,52.39,76.77,100.67,,,,4,8,6.0,,15.0,25.0,16.0,,4,31.5,,
3190,2001-08-08,HV,8,C,0,1200,GOOD,85-60,950000.0,3,23.94,23.05,23.63,,,,,23.94,46.99,70.62,,,,,8,7,5.0,,17.5,20.0,65.0,,8,42.5,,
3191,2001-08-12,ST,1,C,0,1000,GOOD,60-40,700000.0,4,13.3,20.89,22.85,,,,,13.3,34.19,57.04,,,,,7,3,11.0,,16.0,16.0,42.0,,7,33.0,,
3192,2001-08-12,ST,2,C,0,1400,GOOD,40-0,540000.0,5,13.84,22.39,24.05,23.86,,,,13.84,36.23,60.28,84.14,,,,8,11,6.0,,18.0,56.0,15.5,,8,34.0,,
3193,2001-08-12,ST,3,C,0,1200,GOOD,80-60,950000.0,3,24.25,22.69,23.17,,,,,24.25,46.94,70.11,,,,,8,6,7.0,,10.1,25.5,12.5,,8,19.0,,
3194,2001-08-12,ST,4,C,0,1200,GOOD,60-40,700000.0,4,24.0,23.02,23.45,,,,,24.0,47.02,70.47,,,,,1,9,7.0,,18.5,53.0,24.5,,1,37.0,,
3195,2001-08-12,ST,5,C,0,1400,GOOD TO YIELDING,60-40,700000.0,4,13.73,22.83,24.27,23.59,,,,13.73,36.56,60.83,84.42,,,,11,12,4.0,,24.5,24.0,20.5,,11,80.5,,
3196,2001-08-12,ST,6,C,0,1600,GOOD TO YIELDING,60-40,700000.0,4,24.5,23.95,25.12,23.77,,,,24.5,48.45,73.57,97.34,,,,7,1,2.0,,27.0,55.0,47.5,,7,77.5,,
3197,2001-08-12,ST,7,C,0,1400,GOOD TO YIELDING,80-60,950000.0,3,13.41,21.72,23.64,24.29,,,,13.41,35.13,58.77,83.06,,,,2,8,4.0,,12.5,134.5,14.5,,2,18.5,,
3198,2001-08-12,ST,8,C,0,1400,GOOD TO YIELDING,110-90,2000000.0,1,13.44,21.86,23.49,23.3,,,,13.44,35.3,58.79,82.09,,,,6,8,9.0,,18.0,143.0,18.0,,6,25.0,8.0,282.5
3199,2001-08-12,ST,9,C,0,1600,GOOD TO YIELDING,80-60,950000.0,3,24.42,24.17,25.02,23.33,,,,24.42,48.59,73.61,96.94,,,,1,13,14.0,,13.5,28.5,16.5,,1,20.0,,
3200,2001-08-12,ST,10,C,0,1400,GOOD TO YIELDING,95-75,1400000.0,2,13.73,22.53,23.92,22.76,,,,13.73,36.26,60.18,82.94,,,,9,5,6.0,,69.5,15.0,32.0,,9,315.5,,
3201,2001-08-15,HV,1,C+3,0,1000,GOOD,60-40,700000.0,4,12.75,22.2,23.05,,,,,12.75,34.95,58.0,,,,,1,7,11.0,,18.0,32.0,18.0,,1,40.5,,
3202,2001-08-15,HV,2,C+3,0,2200,GOOD,60-40,700000.0,4,14.09,22.66,25.95,26.83,24.91,24.72,,14.09,36.75,62.7,89.53,114.44,139.16,,1,4,3.0,,21.0,19.5,27.0,,1,71.5,,
3203,2001-08-15,HV,3,C+3,0,1800,GOOD,40-15,540000.0,5,13.72,24.7,26.14,24.98,23.67,,,13.72,38.42,64.56,89.54,113.21,,,11,6,2.0,,25.5,43.0,35.0,,11,83.5,,
3204,2001-08-15,HV,4,C+3,0,1200,GOOD,60-40,700000.0,4,23.83,22.92,24.02,,,,,23.83,46.75,70.77,,,,,12,4,3.0,,24.5,36.5,52.0,,12,84.5,,
3205,2001-08-15,HV,5,C+3,0,1800,GOOD,80-60,950000.0,3,13.66,23.36,24.84,24.59,23.91,,,13.66,37.02,61.86,86.45,110.36,,,5,1,6.0,,25.5,15.0,20.5,,5,83.0,,
3206,2001-08-15,HV,6,C+3,0,1000,GOOD,80-60,950000.0,3,12.48,21.53,23.73,,,,,12.48,34.01,57.74,,,,,10,1,7.0,,15.0,15.0,13.5,,10,32.5,,
3207,2001-08-15,HV,7,C+3,0,1200,GOOD,80-60,950000.0,3,24.2,23.81,22.97,,,,,24.2,48.01,70.98,,,,,8,4,5.0,,11.5,24.5,18.0,,8,19.5,,
3208,2001-08-15,HV,8,C+3,0,1000,GOOD,105-80,1400000.0,2,12.69,21.59,23.36,,,,,12.69,34.28,57.64,,,,,4,12,2.0,,19.0,21.0,14.5,,4,71.5,,
3209,2001-08-19,ST,1,C+3,0,1200,GOOD,G,750000.0,4,24.44,23.31,23.13,,,,,24.44,47.75,70.88,,,,,5,2,1.0,,12.0,29.0,12.5,,5,26.0,,
3210,2001-08-19,ST,2,A,1,1200,WET SLOW,40-0,540000.0,5,23.75,22.84,24.18,,,,,23.75,46.59,70.77,,,,,6,1,5.0,,18.5,62.5,58.0,,6,45.0,,
3211,2001-08-19,ST,3,A,1,1650,WET SLOW,60-40,700000.0,4,28.33,23.44,24.56,24.87,,,,28.33,51.77,76.33,101.2,,,,6,12,2.0,,30.0,26.5,70.0,,6,151.5,,
3212,2001-08-19,ST,4,A,1,1200,WET SLOW,60-40,700000.0,4,23.55,22.69,24.22,,,,,23.55,46.24,70.46,,,,,7,10,6.0,,15.0,37.5,21.5,,7,32.0,,
3213,2001-08-19,ST,5,A,1,1650,WET SLOW,40-15,540000.0,5,28.99,23.73,24.06,24.27,,,,28.99,52.72,76.78,101.05,,,,9,8,11.0,,15.0,34.5,39.5,,9,28.5,,
3214,2001-08-19,ST,6,C+3,0,1400,GOOD,60-40,700000.0,4,13.59,21.59,23.72,24.15,,,,13.59,35.18,58.9,83.05,,,,7,3,8.0,,17.5,41.0,17.0,,7,51.0,,
3215,2001-08-19,ST,7,A,1,1650,WET SLOW,80-60,950000.0,3,28.49,23.55,24.27,23.91,,,,28.49,52.04,76.31,100.22,,,,14,7,3.0,,21.5,40.0,21.5,,14,52.0,,
3216,2001-08-19,ST,8,A,1,1200,WET SLOW,80-60,950000.0,3,23.58,22.58,24.02,,,,,23.58,46.16,70.18,,,,,1,7,6.0,,22.0,23.5,19.0,,1,75.0,,
3217,2001-08-19,ST,9,C+3,0,1000,GOOD,80-60,950000.0,3,13.12,20.67,23.6,,,,,13.12,33.79,57.39,,,,,4,10,13.0,,85.0,30.5,40.0,,4,401.5,,
3218,2001-08-19,ST,10,A,1,1650,WET SLOW,105-80,1400000.0,2,27.69,23.22,24.31,23.67,,,,27.69,50.91,75.22,98.89,,,,6,5,9.0,,13.5,14.5,30.0,,6,27.0,,
3219,2001-08-19,ST,11,C+3,0,1400,GOOD,80-60,950000.0,3,13.64,22.03,24.03,23.78,,,,13.64,35.67,59.7,83.48,,,,3,5,6.0,,18.0,14.0,42.5,,3,42.5,,
3220,2001-08-22,HV,1,A,0,1200,GOOD,40-15,540000.0,5,24.22,23.47,23.7,,,,,24.22,47.69,71.39,,,,,8,5,9.0,,20.0,18.5,35.0,,8,59.5,,
3221,2001-08-22,HV,2,A,0,1200,GOOD,60-40,700000.0,4,23.7,23.03,24.17,,,,,23.7,46.73,70.9,,,,,3,12,7.0,,26.5,30.5,13.5,,3,99.5,,
3222,2001-08-22,HV,3,A,0,1650,GOOD,60-40,840000.0,4,28.69,25.86,24.34,23.4,,,,28.69,54.55,78.89,102.29,,,,12,9,2.0,,49.5,11.0,23.5,,12,141.5,,
3223,2001-08-22,HV,4,A,0,1650,GOOD,60-40,840000.0,4,28.28,24.06,24.69,24.25,,,,28.28,52.34,77.03,101.28,,,,4,6,9.0,,17.0,16.5,62.5,,4,37.5,,
3224,2001-08-22,HV,5,A,0,1200,GOOD,80-60,950000.0,3,23.91,23.0,23.86,,,,,23.91,46.91,70.77,,,,,3,7,5.0,,17.5,13.5,22.0,,3,54.5,,
3225,2001-08-22,HV,6,A,0,1650,GOOD,80-60,1140000.0,3,27.98,25.0,24.55,24.06,,,,27.98,52.98,77.53,101.59,,,,9,5,12.0,,12.5,17.5,109.0,,9,41.0,,
3226,2001-08-22,HV,7,A,0,1650,GOOD,80-60,1140000.0,3,27.33,23.95,25.58,24.52,,,,27.33,51.28,76.86,101.38,,,,2,10,1.0,,24.0,16.5,37.5,,2,106.0,,
3227,2001-08-22,HV,8,A,0,1800,GOOD,100-80,1400000.0,2,13.38,23.34,25.31,24.59,23.81,,,13.38,36.72,62.03,86.62,110.43,,,11,3,9.0,,15.0,19.5,23.5,,11,40.0,,
3228,2001-08-26,ST,1,A,0,1200,GOOD,80-60,950000.0,3,23.62,22.69,22.89,,,,,23.62,46.31,69.2,,,,,4,1,5.0,,12.0,10.1,52.0,,4,45.5,,
3229,2001-08-26,ST,2,A,0,1400,GOOD,80-60,950000.0,3,13.58,21.75,23.62,23.51,,,,13.58,35.33,58.95,82.46,,,,10,8,3.0,,20.0,13.5,28.5,,10,91.5,,
3230,2001-08-26,ST,3,A,0,1800,GOOD,80-55,950000.0,3,14.14,22.25,23.55,24.59,24.07,,,14.14,36.39,59.94,84.53,108.6,,,3,13,1.0,,17.0,174.5,17.5,,3,45.5,,
3231,2001-08-26,ST,4,A,0,2400,GOOD,G,15000000.0,11,25.66,24.53,26.59,25.69,23.62,22.64,,25.66,50.19,76.78,102.47,126.09,148.73,,6,8,3.0,,29.0,97.0,22.0,,6,105.5,,
3232,2001-08-26,ST,5,A,0,1200,GOOD,G,15000000.0,11,23.8,21.75,22.95,,,,,23.8,45.55,68.5,,,,,4,9,8.0,,18.0,30.0,93.5,,4,40.5,,
3233,2001-08-26,ST,6,A,0,1200,GOOD,100-80,1400000.0,2,23.64,23.02,22.7,,,,,23.64,46.66,69.36,,,,,2,3,1.0,,17.0,30.0,52.0,,2,51.5,,
3234,2001-08-26,ST,7,A,0,1600,GOOD,G,20000000.0,11,24.88,22.91,23.3,23.03,,,,24.88,47.79,71.09,94.12,,,,1,3,11.0,,16.5,12.0,162.0,,1,41.5,,
3235,2001-08-26,ST,8,A,0,2000,GOOD,G,22000000.0,11,26.67,25.92,24.83,22.83,22.84,,,26.67,52.59,77.42,100.25,123.09,,,2,13,4.0,,14.0,61.5,55.0,,2,27.5,,
3236,2001-08-26,ST,9,A,0,1400,GOOD,115-95,2000000.0,1,13.59,22.25,23.5,22.9,,,,13.59,35.84,59.34,82.24,,,,1,5,9.0,,14.0,21.5,26.0,,1,23.0,,
3237,2001-08-26,ST,10,A,0,1600,GOOD,100-80,1400000.0,2,25.11,24.08,24.62,22.37,,,,25.11,49.19,73.81,96.18,,,,9,14,4.0,,19.0,81.5,33.0,,9,53.0,,
3238,2001-08-29,HV,1,B,0,1200,GOOD,60-40,700000.0,4,24.06,23.86,23.07,,,,,24.06,47.92,70.99,,,,,12,6,10.0,,19.0,15.5,21.5,,12,55.5,,
3239,2001-08-29,HV,2,B,0,2200,GOOD,40-0,540000.0,5,14.25,23.66,25.45,25.55,25.47,24.24,,14.25,37.91,63.36,88.91,114.38,138.62,,3,5,1.0,,19.0,30.0,37.0,,3,44.0,,
3240,2001-08-29,HV,3,B,0,1650,GOOD,40-15,540000.0,5,28.02,24.27,24.23,24.78,,,,28.02,52.29,76.52,101.3,,,,10,6,9.0,,25.0,18.5,35.5,,10,68.0,,
3241,2001-08-29,HV,4,B,0,1800,GOOD,60-40,700000.0,4,13.84,23.41,24.34,25.05,24.3,,,13.84,37.25,61.59,86.64,110.94,,,4,3,8.0,,20.0,21.0,35.5,,4,57.0,,
3242,2001-08-29,HV,5,B,0,1650,GOOD,60-40,700000.0,4,28.22,23.99,25.31,23.95,,,,28.22,52.21,77.52,101.47,,,,8,11,7.0,,15.5,18.0,14.5,,8,32.5,,
3243,2001-08-29,HV,6,B,0,1200,GOOD,80-60,950000.0,3,24.19,22.58,23.78,,,,,24.19,46.77,70.55,,,,,3,10,9.0,,23.0,29.5,43.5,,3,91.0,,
3244,2001-08-29,HV,7,B,0,1650,GOOD,80-60,950000.0,3,28.03,23.94,25.72,23.52,,,,28.03,51.97,77.69,101.21,,,,10,9,7.0,,105.5,16.5,20.5,,10,501.0,,
3245,2001-08-29,HV,8,B,0,1000,GOOD,85-60,950000.0,3,12.72,21.25,23.5,,,,,12.72,33.97,57.47,,,,,8,11,1.0,,19.0,14.0,22.0,,8,56.5,,
3246,2001-09-02,ST,1,C+3,0,1000,GOOD,60-40,700000.0,4,13.47,20.97,22.52,,,,,13.47,34.44,56.96,,,,,7,14,1.0,,12.0,30.0,80.0,,7,24.0,,
3247,2001-09-02,ST,2,C+3,0,1400,GOOD,40-15,540000.0,5,13.7,21.99,23.88,23.8,,,,13.7,35.69,59.57,83.37,,,,5,8,14.0,,48.0,104.5,53.5,,5,221.5,,
3248,2001-09-02,ST,3,C+3,0,1400,GOOD,G,2000000.0,0,13.64,22.45,24.11,22.72,,,,13.64,36.09,60.2,82.92,,,,3,1,4.0,,14.0,10.1,31.5,,3,121.5,,
3249,2001-09-02,ST,4,C+3,0,1000,GOOD,80-60,950000.0,3,13.31,20.74,22.43,,,,,13.31,34.05,56.48,,,,,7,1,5.0,,16.0,10.1,54.5,,7,52.0,,
3250,2001-09-02,ST,5,C+3,0,1600,GOOD,60-40,700000.0,4,24.16,23.28,25.33,23.5,,,,24.16,47.44,72.77,96.27,,,,13,1,6.0,,23.5,188.0,35.5,,13,69.0,,
3251,2001-09-02,ST,6,C+3,0,1400,GOOD,60-40,700000.0,4,13.73,21.75,23.67,23.4,,,,13.73,35.48,59.15,82.55,,,,12,4,13.0,,34.0,37.5,16.5,,12,109.0,,
3252,2001-09-02,ST,7,A,1,1200,GOOD,60-40,700000.0,4,23.47,22.34,23.71,,,,,23.47,45.81,69.52,,,,,6,1,8.0,,64.0,16.0,17.0,,6,271.0,,
3253,2001-09-02,ST,8,C+3,0,1600,GOOD,80-60,950000.0,3,24.58,24.19,24.23,22.86,,,,24.58,48.77,73.0,95.86,,,,2,11,13.0,,17.0,11.5,20.5,,2,46.5,,
3254,2001-09-02,ST,9,A,1,1200,GOOD,80-60,950000.0,3,23.67,22.16,23.11,,,,,23.67,45.83,68.94,,,,,8,1,10.0,,36.0,20.5,23.5,,8,143.5,,
3255,2001-09-02,ST,10,A,1,1200,GOOD,100-80,1400000.0,2,23.53,22.31,23.14,,,,,23.53,45.84,68.98,,,,,9,5,4.0,,21.5,24.5,21.0,,9,60.5,,
3256,2001-09-02,ST,11,C+3,0,1400,GOOD,80-60,950000.0,3,13.73,21.75,23.08,23.78,,,,13.73,35.48,58.56,82.34,,,,5,2,13.0,,11.5,15.0,39.5,,5,21.5,,
3257,2001-09-05,HV,1,C,0,1000,GOOD,40-0,540000.0,5,13.17,21.67,23.09,,,,,13.17,34.84,57.93,,,,,7,10,4.0,,72.5,17.0,13.5,,7,363.5,,
3258,2001-09-05,HV,2,C,0,1200,GOOD,60-40,700000.0,4,23.56,23.27,24.06,,,,,23.56,46.83,70.89,,,,,9,2,1.0,,28.0,20.5,15.5,,9,144.5,,
3259,2001-09-05,HV,3,C,0,2200,GOOD,80-60,950000.0,3,14.2,23.53,24.83,25.7,24.53,24.3,,14.2,37.73,62.56,88.26,112.79,137.09,,6,10,5.0,,13.0,25.5,23.0,,6,27.5,,
3260,2001-09-05,HV,4,C,0,1650,GOOD,60-40,700000.0,4,28.06,24.5,24.75,24.18,,,,28.06,52.56,77.31,101.49,,,,2,4,3.0,,32.5,22.0,16.5,,2,118.0,,
3261,2001-09-05,HV,5,C,0,1200,GOOD,115-90,2000000.0,1,23.49,22.62,23.51,,,,,23.49,46.11,69.62,,,,,5,6,9.0,,15.5,12.0,33.5,,5,36.5,,
3262,2001-09-05,HV,6,C,0,1000,GOOD,60-40,700000.0,4,12.89,21.83,23.58,,,,,12.89,34.72,58.3,,,,,11,2,9.0,,45.0,14.0,23.5,,11,161.0,,
3263,2001-09-05,HV,7,C,0,1200,GOOD,80-60,950000.0,3,24.39,23.06,23.37,,,,,24.39,47.45,70.82,,,,,1,8,9.0,,15.5,40.0,55.5,,1,31.0,,
3264,2001-09-05,HV,8,C,0,1650,GOOD,80-60,950000.0,3,28.55,25.11,25.58,23.17,,,,28.55,53.66,79.24,102.41,,,,12,4,5.0,,20.5,29.0,55.5,,12,51.0,,
3265,2001-09-08,ST,1,A+3,0,1200,GOOD,60-40,700000.0,4,23.84,23.17,23.62,,,,,23.84,47.01,70.63,,,,,4,12,13.0,,15.0,26.0,77.0,,4,31.5,,
3266,2001-09-08,ST,2,A+3,0,1200,GOOD,40-15,540000.0,5,23.91,22.99,23.76,,,,,23.91,46.9,70.66,,,,,10,3,12.0,,57.5,14.5,121.5,,10,202.0,,
3267,2001-09-08,ST,3,A+3,0,1600,GOOD,80-60,950000.0,3,25.34,24.14,23.77,23.34,,,,25.34,49.48,73.25,96.59,,,,7,4,9.0,,15.5,27.0,14.5,,7,41.5,,
3268,2001-09-08,ST,4,A+3,0,2000,GOOD,60-35,700000.0,4,26.02,24.81,25.45,24.61,24.08,,,26.02,50.83,76.28,100.89,124.97,,,5,12,7.0,,33.5,23.5,44.0,,5,112.5,,
3269,2001-09-08,ST,5,A+3,0,1400,GOOD,60-40,700000.0,4,13.56,22.72,23.91,23.19,,,,13.56,36.28,60.19,83.38,,,,2,6,12.0,,211.5,12.0,28.5,,2,913.5,,
3270,2001-09-08,ST,6,A+3,0,1600,GOOD,60-40,700000.0,4,24.22,22.92,24.77,24.64,,,,24.22,47.14,71.91,96.55,,,,11,10,3.0,,23.0,16.5,44.5,,11,66.0,,
3271,2001-09-08,ST,7,A+3,0,1400,GOOD,80-60,950000.0,3,13.55,21.7,23.83,23.93,,,,13.55,35.25,59.08,83.01,,,,2,12,3.0,,17.0,20.0,12.5,,2,47.0,,
3272,2001-09-08,ST,8,A+3,0,1200,GOOD,80-60,950000.0,3,23.67,22.97,23.6,,,,,23.67,46.64,70.24,,,,,4,1,10.0,,22.5,20.5,110.0,,4,81.5,,
3273,2001-09-08,ST,9,A+3,0,1800,GOOD,105-80,1400000.0,2,14.2,24.2,25.39,24.27,22.69,,,14.2,38.4,63.79,88.06,110.75,,,4,6,3.0,,25.5,33.5,46.5,,4,58.0,,
3274,2001-09-08,ST,10,A+3,0,1400,GOOD,100-80,1400000.0,2,13.66,21.23,23.73,23.63,,,,13.66,34.89,58.62,82.25,,,,6,7,14.0,,20.0,13.5,19.0,,6,53.0,,
3275,2001-09-14,HV,1,C+3,0,1650,GOOD,40-15,540000.0,5,27.69,23.33,25.23,25.0,,,,27.69,51.02,76.25,101.25,,,,7,1,8.0,,70.0,17.0,43.5,,7,184.0,,
3276,2001-09-14,HV,2,C+3,0,1200,GOOD,60-40,700000.0,4,23.81,23.47,23.77,,,,,23.81,47.28,71.05,,,,,5,11,7.0,,31.0,16.0,124.0,,5,86.0,,
3277,2001-09-14,HV,3,C+3,0,1650,GOOD,60-40,700000.0,4,27.62,24.22,25.22,24.21,,,,27.62,51.84,77.06,101.27,,,,7,9,11.0,,17.5,38.5,18.0,,7,50.0,,
3278,2001-09-14,HV,4,C+3,0,1650,GOOD,60-40,700000.0,4,28.74,24.38,25.08,23.53,,,,28.74,53.12,78.2,101.73,,,,3,4,2.0,,19.5,15.0,24.0,,3,56.5,,
3279,2001-09-14,HV,5,C+3,0,1000,GOOD,80-60,950000.0,3,12.8,21.48,22.93,,,,,12.8,34.28,57.21,,,,,8,10,6.0,,15.0,16.5,15.5,,8,38.5,,
3280,2001-09-14,HV,6,C+3,0,1650,GOOD,80-60,950000.0,3,28.0,23.88,24.92,23.85,,,,28.0,51.88,76.8,100.65,,,,8,11,1.0,,14.0,31.5,36.0,,8,32.0,,
3281,2001-09-14,HV,7,C+3,0,1650,GOOD,100-80,1400000.0,2,28.0,24.59,24.03,23.98,,,,28.0,52.59,76.62,100.6,,,,5,12,8.0,,15.5,32.5,69.5,,5,29.0,,
3282,2001-09-14,HV,8,C+3,0,1200,GOOD,90-70,1400000.0,2,23.64,23.09,23.17,,,,,23.64,46.73,69.9,,,,,2,3,5.0,,21.0,15.0,25.0,,2,75.0,,
3283,2001-09-18,ST,1,B+2,0,1200,GOOD,60-40,700000.0,4,23.83,23.03,23.58,,,,,23.83,46.86,70.44,,,,,5,7,2.0,,13.5,20.5,15.0,,5,33.0,,
